Teplicko	A
-	Z
adr¹pa¹ských	A
skal	N
konala	V
v	R
lehce	D
pozmìnìné	A
podobì	N
.	Z

Meèiar	N
chce	V
prý	T
nového	A
øeditele	N
SIS	N

Bratislava	N
-	Z

Na	R
minulém	A
jednání	N
vlády	N
SR	N
mìl	V
být	V
schválen	V
návrh	N
na	R
odvolání	N
¹éfa	N
slovenské	A
tajné	A
slu¾by	N
SIS	N
Vladimíra	N
Mitra	N
,	Z
s	R
tím	P
,	Z
¾e	J
na	R
jeho	P
místo	N
navrhl	V
Meèiarùv	A
kabinet	N
jmenovat	V
Ivana	N
Lexu	N
.	Z

Vyplývá	V
to	P
z	R
dobøe	D
informovaných	A
zdrojù	N
LN	N
,	Z
které	P
si	P
nepøály	V
být	V
jmenovány	V
.	Z

Kanceláø	N
prezidenta	N
oficiálnì	D
návrh	N
na	R
Lexovo	A
jmenování	N
zatím	D
neobdr¾ela	V
,	Z
ale	J
i	J
zde	D
o	R
této	P
personální	A
výmìnì	N
ji¾	D
vìdìli	V
.	Z

Zlatým	A
profesionálem	N
Leblanc	N

Èeský	A
cyklista	N
Lom	N
mistrovský	A
závod	N
nedojel	V

Agrigento	N
-	Z

Pro	R
nejcennìj¹í	A
medaili	N
si	P
na	R
MS	N
v	R
Agrigentu	N
na	R
Sicílii	N
dojel	V
v	R
silnièním	A
cyklistickém	A
závodì	N
profesionálù	N
osmadvacetiletý	A
Francouz	N
Luc	N
Leblanc	N
,	Z
který	P
v	R
závìreèném	A
stoupání	N
ukázal	V
domácím	A
závodníkùm	N
záda	N
.	Z

Na	R
støíbrný	A
stupeò	N
vystoupil	V
Ital	N
Claudio	N
Chiappucci	N
a	J
bronz	N
putuje	V
zásluhou	N
Richarda	N
Virenqueho	N
rovnì¾	D
do	R
Francie	N
.	Z

Jediný	A
èeský	A
zástupce	N
Lubo¹	N
Lom	N
vzdal	V
ve	R
13	C
.	Z
kole	N
z	R
19	C
(	Z
251.75	C
km	N
)	Z
.	Z

Dvì	C
stì	N
tisíc	N
pøíznivcù	N
si	P
nepøipou¹tìlo	V
jinou	A
mo¾nost	N
ne¾	J
vítìzství	N
Chippucciho	N
,	Z
Pantaniho	N
,	Z
Furlana	N
èi	J
nìkoho	P
dal¹ího	A
z	R
dvanáctky	N
squadry	N
azzury	N
.	Z

Nezletilí	A
støíleli	V
po	R
lidech	N

Choceò	N
(	Z
jop	N
)	Z
-	Z

Jak	J
vèera	D
oznámila	V
ústeckoorlická	A
policie	N
,	Z
støíleli	V
o	R
posledních	A
dvou	C
prázdninových	A
dnech	N
dva	C
ètrnáctiletí	A
chlapci	N
ze	R
vzduchovky	N
namísto	R
do	R
terèù	N
po	R
lidech	N
.	Z

Støíleli	V
po	R
cyklistech	N
,	Z
z	R
nich¾	P
dva	C
zasáhli	V
.	Z

Ti	P
o¹etøení	N
nepotøebovali	V
.	Z

Hùøe	D
bylo	V
druhý	C
den	N
.	Z

To	P
si	P
jeden	C
ze	R
støelcù	N
poèínal	V
tak	D
obratnì	D
,	Z
¾e	J
zasáhl	V
cyklistku	N
-	Z
dùchodkyni	N
do	R
pøedloktí	N
a	J
zranìní	N
si	P
vy¾ádá	V
dvoutýdenní	A
léèení	N
,	Z
øekl	V
LN	N
tiskový	A
mluvèí	N
Karel	N
Hampl	N
.	Z

